org_inv_dk,rearer_dk,rearer_pop_dk,org_category,start_dt,end_dt,class_result_nm,org_test_result_nm
bDoAACjIOsbM567U,,,种猪场,2022-03-06,2022-03-27,高繁感染,阴
bDoAAKnsKAjM567U,,,种猪场,2021-02-14,2021-03-29,高繁感染,B阳
ZKNd3AEPEADgAgjwwKgC3sznrtQ=,,,种猪场,2021-05-13,2021-07-16,高繁感染,A阳（单缺）
bDoAAEmD1bLM567U,,,种猪场,2021-07-14,2021-08-03,高繁感染,阴
bDoAAAdFWT7M567U,,,种猪场,2021-06-26,2021-10-23,高繁感染,A阳（双缺）
bDoAAHQXPQTM567U,,,种猪场,2021-11-03,2022-01-08,高繁感染,B阳
bDoAAKmgrh/M567U,,,种猪场,2022-02-15,2022-03-18,高繁感染,B阳
bDoAAMSec3nM567U,,,种猪场,2021-09-18,2021-10-09,高繁感染,B阳
bDoAAKnsMXTM567U,,,种猪场,2021-10-23,2021-11-12,高繁感染,阴
LtwoXBYbSvKkPPlCFBJWc8znrtQ=,,,种猪场,2021-10-31,2021-11-21,高繁感染,B阳
AtF/VOCpTy6RBKVEYz0ansznrtQ=,,,种猪场,2022-02-18,2022-03-24,高繁感染,A阳（双缺）
bDoAAKH9DpDM567U,,,种猪场,2022-01-25,2022-03-26,高繁感染,A阳（单缺）
bDoAACYz8lPM567U,,,种猪场,2020-07-21,2020-08-27,高繁感染,B阳
e03d3f1b-010a-1000-e004-39e6c0a802deCCE7AED4,,,种猪场,2020-08-15,2020-09-19,高繁感染,B阳
bDoAAEFoW0TM567U,,,种猪场,2021-01-14,2021-03-07,高繁感染,B阳
bDoAAEhhJUDM567U,,,种猪场,2021-07-05,2021-08-17,高繁感染,B阳
bDoAALEl03fM567U,,,种猪场,2021-11-25,2021-12-23,高繁感染,B阳
FCKloF1HSFyk3zoP/RBZAsznrtQ=,,,种猪场,2021-12-05,2021-12-26,高繁感染,B阳
bDoAABpksjDM567U,,,种猪场,2021-12-15,2022-01-22,高繁感染,B阳
bDoAAEGDj37M567U,,,种猪场,2022-02-08,2022-03-16,高繁感染,D阳
bDoAADqX/tHM567U,,,种猪场,2020-07-01,2020-07-30,高繁感染,阴
bDoAAE4mrXvM567U,,,种猪场,2021-02-16,2021-04-10,高繁感染,"B阳,A阳（双缺）+B阳"
bDoAAEPGDXLM567U,,,种猪场,2020-12-03,2021-04-11,高繁感染,A阳（双缺）
ZKNd3AEPEADgAkpDwKgC3sznrtQ=,,,种猪场,2021-01-23,2021-05-30,高繁感染,A阳（单缺）
OxabekMkQHKRMWn1AUn11sznrtQ=,,,种猪场,2021-12-02,2021-12-28,高繁感染,B阳
bDoAAF5F30TM567U,,,种猪场,2020-12-29,2021-01-19,高繁感染,B阳
bDoAALYh4BbM567U,,,种猪场,2021-01-25,2021-01-28,高繁感染,B阳
bDoAAISzjqLM567U,,,种猪场,2020-12-29,2021-02-16,高繁感染,B阳
bDoAACvL0HPM567U,,,种猪场,2021-02-19,2021-03-19,高繁感染,阴
AtF/VOCpTy6RBKVEYz0ansznrtQ=,,,种猪场,2021-04-02,2021-05-09,高繁感染,A阳（双缺）
bDoAAFGKYAjM567U,,,种猪场,2021-11-18,2021-12-29,高繁感染,B阳
bDoAAKfyFNXM567U,,,种猪场,2020-10-06,2020-11-08,高繁感染,B阳
bDoAALYiuxTM567U,,,种猪场,2020-11-25,2021-01-30,高繁感染,阴
bDoAAJ7DeuDM567U,,,种猪场,2021-02-02,2021-02-21,高繁感染,B阳
bDoAACRRJuTM567U,,,种猪场,2021-01-12,2021-05-04,高繁感染,"A阳（双缺）,B阳,A阳（双缺）+B阳"
bDoAAASb5W3M567U,,,种猪场,2021-03-10,2021-05-07,高繁感染,A阳（双缺）
bDoAACYz8lPM567U,,,种猪场,2022-02-02,2022-03-07,高繁感染,B阳
5kAIgdleQqKvN3U18KjMHsznrtQ=,,,种猪场,2021-01-18,2021-02-01,高繁感染,B阳
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2021-02-04,2021-03-20,高繁感染,B阳
bDoAADqXW6zM567U,,,种猪场,2021-02-18,2021-03-20,高繁感染,阴
lq2WpAETEADgBD3MfwAAAcznrtQ=,,,种猪场,2021-03-04,2021-03-23,高繁感染,B阳
26e9tdqJTou0qN6QAQ6dHsznrtQ=,,,种猪场,2020-11-24,2021-04-26,高繁感染,"B阳,A阳（单缺）"
bDoAAB9RQabM567U,,,种猪场,2021-09-12,2021-10-08,高繁感染,B阳
bDoAAGDBcSnM567U,,,种猪场,2021-09-26,2021-10-22,高繁感染,B阳
MnBcDQEhEADgAH72CgsCBsznrtQ=,,,种猪场,2021-10-21,2021-12-20,高繁感染,B阳
bDoAACjIOsbM567U,,,种猪场,2021-01-26,2021-03-12,高繁感染,B阳
bDoAAEhiQtHM567U,,,种猪场,2021-02-15,2021-03-28,高繁感染,A阳（单缺）
wIOLuufeR0a+/pt2E4bNw8znrtQ=,,,种猪场,2021-05-30,2021-06-20,高繁感染,D阳+B阳
bDoAACleribM567U,,,种猪场,2021-07-15,2021-08-05,高繁感染,B阳
bDoAADfWeSTM567U,,,种猪场,2021-07-18,2021-08-28,高繁感染,B阳
X6Ka4wEUEADgEK17CgsFAsznrtQ=,,,种猪场,2021-09-03,2021-09-28,高繁感染,D阳+B阳
bDoAABbpD+3M567U,,,种猪场,2021-09-04,2021-10-18,高繁感染,B阳
bDoAAISzjqLM567U,,,种猪场,2021-10-07,2021-10-28,高繁感染,B阳
bDoAAKRCqU7M567U,,,种猪场,2020-07-31,2020-08-20,高繁感染,B阳
e03d3f1b-010a-1000-e004-192cc0a802deCCE7AED4,,,种猪场,2020-12-25,2021-02-06,高繁感染,B阳
fCsRugEPEADgAT5WwKgC3sznrtQ=,,,种猪场,2021-04-09,2021-05-11,高繁感染,"A阳（单缺）+B阳,A阳（单缺）"
l4SZ6wEhEADgG9+QCgsFAsznrtQ=,,,种猪场,2021-05-17,2021-06-11,高繁感染,B阳
e03d3f1b-010a-1000-e009-5d60c0a802deCCE7AED4,,,种猪场,2021-05-31,2021-09-18,高繁感染,D阳
bDoAAExQ2YfM567U,,,种猪场,2021-09-23,2021-10-13,高繁感染,B阳
e03d3f1b-010a-1000-e004-3077c0a802deCCE7AED4,,,种猪场,2021-10-21,2021-12-03,高繁感染,B阳
bDoAAExQ2YfM567U,,,种猪场,2021-11-11,2021-12-13,高繁感染,B阳
Iw7mpBO9QQe7NjYr/HFlgMznrtQ=,,,种猪场,2020-07-24,2020-08-16,高繁感染,B阳
bDoAAArJzP3M567U,,,种猪场,2020-09-01,2020-09-09,高繁感染,阴
bDoAAC7m/57M567U,,,种猪场,2020-09-12,2020-10-15,高繁感染,B阳
Kv/utwEREADgAI9NfwAAAcznrtQ=,,,种猪场,2021-08-19,2021-09-08,高繁感染,D阳
Iw7mpBO9QQe7NjYr/HFlgMznrtQ=,,,种猪场,2021-12-25,2022-01-24,高繁感染,B阳
bDoAACRQotnM567U,,,种猪场,2021-12-17,2022-02-24,高繁感染,"A阳（双缺）,B阳"
klQTuQEZEADgA+uACgsFAcznrtQ=,,,种猪场,2022-03-03,2022-03-08,高繁感染,B阳
bDoAAJxdyz/M567U,,,种猪场,2020-12-18,2021-02-01,高繁感染,B阳
fCsRugEPEADgAT5WwKgC3sznrtQ=,,,种猪场,2021-07-03,2021-08-13,高繁感染,A阳（单缺）
EswmB3JXSaqrHm6tdKcQKMznrtQ=,,,种猪场,2020-08-17,2020-08-19,高繁感染,B阳
EswmB3JXSaqrHm6tdKcQKMznrtQ=,,,种猪场,2020-08-27,2020-09-09,高繁感染,B阳
Kmmo6AETEADgAaJZfwAAAcznrtQ=,,,种猪场,2020-10-17,2020-11-05,高繁感染,阴
bDoAAAg6uQPM567U,,,种猪场,2021-01-28,2021-02-16,高繁感染,B阳
faSlXca9QPiszYLwzkoay8znrtQ=,,,种猪场,2021-01-20,2021-02-28,高繁感染,B阳
bDoAACwlsTTM567U,,,种猪场,2021-05-28,2021-06-17,高繁感染,D阳+B阳
bDoAAHQXPnfM567U,,,种猪场,2021-06-01,2021-06-24,高繁感染,B阳
2lwrCK5gQ1eCijrimb9lEsznrtQ=,,,种猪场,2021-06-15,2021-07-24,高繁感染,B阳
kfGQlusYSKmUgstyQKvRucznrtQ=,,,种猪场,2022-02-18,2022-02-18,高繁感染,B阳
jRn8ev31TW6xv/4VRubY3MznrtQ=,,,种猪场,2020-09-01,2020-09-09,高繁感染,阴
bDoAAHYh1WTM567U,,,种猪场,2020-10-23,2020-12-05,高繁感染,B阳
bDoAACjIOsbM567U,,,种猪场,2020-12-01,2020-12-08,高繁感染,B阳
bDoAAISzjqLM567U,,,种猪场,2021-02-20,2021-02-20,高繁感染,B阳
Dj9DCQEdEADgAufnCgsFAcznrtQ=,,,种猪场,2021-02-16,2021-03-30,高繁感染,B阳
bDoAAAlC9dzM567U,,,种猪场,2021-05-12,2021-06-10,高繁感染,A阳（单缺）
bDoAAAXKmOjM567U,,,种猪场,2021-08-19,2021-09-29,高繁感染,B阳
bDoAAEmD1bLM567U,,,种猪场,2021-11-18,2021-12-02,高繁感染,B阳
8rEcmj38R/S5VZO6LDDNY8znrtQ=,,,种猪场,2021-11-13,2022-01-28,高繁感染,B阳
5kAIgdleQqKvN3U18KjMHsznrtQ=,,,种猪场,2021-06-08,2021-07-07,高繁感染,B阳
bDoAACti8nPM567U,,,种猪场,2021-12-23,2022-01-28,高繁感染,A阳（双缺）
e03d3f1b-010a-1000-e004-0a1fc0a802deCCE7AED4,,,种猪场,2020-10-09,2020-12-16,高繁感染,阴
bDoAAAUUmJ7M567U,,,种猪场,2021-08-28,2021-09-18,高繁感染,B阳
bDoAAHz3F9vM567U,,,种猪场,2022-02-05,2022-02-26,高繁感染,阴
bDoAACiWZvjM567U,,,种猪场,2022-01-01,2022-03-30,高繁感染,"A阳（双缺）,B阳"
Dj9DCQEdEADgAufnCgsFAcznrtQ=,,,种猪场,2021-04-05,2021-04-12,高繁感染,阴
bDoAAKRCqU7M567U,,,种猪场,2021-02-17,2021-04-29,高繁感染,A阳（双缺）
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2022-01-02,2022-01-04,高繁感染,阴
hDYZrRrATxircipFGPTVJsznrtQ=,,,种猪场,2021-12-08,2022-02-13,高繁感染,B阳
fc8915fd-0109-1000-e000-0fe4c0a802deCCE7AED4,,,种猪场,2020-09-20,2020-09-25,高繁感染,B阳
XBzW2wEaEADgA3DzCgsFAcznrtQ=,,,种猪场,2020-12-11,2021-01-17,高繁感染,A阳（单缺）
LurcX6U1R4mxGHNswDa6lcznrtQ=,,,种猪场,2020-11-20,2021-02-28,高繁感染,B阳
bDoAAKRCaUrM567U,,,种猪场,2021-04-23,2021-05-15,高繁感染,B阳
e03d3f1b-010a-1000-e004-36c9c0a802deCCE7AED4,,,种猪场,2021-02-19,2021-06-07,高繁感染,A阳（单缺）
bDoAAJiJ3rXM567U,,,种猪场,2021-01-19,2021-08-09,高繁感染,A阳（双缺）
2ir5VbrJRIyVXGtjbFM9NsznrtQ=,,,种猪场,2021-09-30,2021-11-25,高繁感染,A阳（双缺）
lwSyrTJYQpKocvlNnkNfVsznrtQ=,,,种猪场,2021-12-17,2022-01-17,高繁感染,B阳
bDoAANlw/arM567U,,,种猪场,2021-12-01,2022-02-16,高繁感染,B阳
e03d3f1b-010a-1000-e004-0a1fc0a802deCCE7AED4,,,种猪场,2020-09-18,2020-09-28,高繁感染,阴
bDoAAHGzK6vM567U,,,种猪场,2021-04-14,2021-04-29,高繁感染,阴
l+GgKuoFRR6razO3d2YKgMznrtQ=,,,种猪场,2021-03-29,2021-05-15,高繁感染,B阳
bDoAAByPIb3M567U,,,种猪场,2021-05-28,2021-06-18,高繁感染,阴
bDoAAJNCEznM567U,,,种猪场,2022-01-08,2022-02-08,高繁感染,B阳
bDoAADPzFjDM567U,,,种猪场,2022-01-02,2022-02-09,高繁感染,B阳
bDoAAAlC9dzM567U,,,种猪场,2022-01-17,2022-03-07,高繁感染,A阳（单缺）
bDoAAKfMquXM567U,,,种猪场,2020-12-06,2021-01-15,高繁感染,阴
bDoAAAXKmOjM567U,,,种猪场,2021-02-19,2021-03-09,高繁感染,B阳
bDoAADP3KbjM567U,,,种猪场,2021-02-18,2021-04-29,高繁感染,B阳
e03d3f1b-010a-1000-e003-d4d5c0a802deCCE7AED4,,,种猪场,2021-06-16,2021-07-06,高繁感染,B阳
4UdmZh3bTpW4PS8aYJQ4PMznrtQ=,,,种猪场,2021-09-09,2021-10-26,高繁感染,B阳
bDoAABrgZpXM567U,,,种猪场,2021-10-30,2022-01-10,高繁感染,B阳
bDoAAK+uUJjM567U,,,种猪场,2021-12-29,2022-02-20,高繁感染,阴
KX0hFQESEADgALnfCgsE3sznrtQ=,,,种猪场,2020-07-15,2020-07-19,高繁感染,D阳
SkdZ2wEVEADgC0tCCgsCAsznrtQ=,,,种猪场,2021-05-23,2021-06-23,高繁感染,D阳+B阳
bDoAACvL0HPM567U,,,种猪场,2021-06-18,2021-07-08,高繁感染,阴
bDoAAKVXgGrM567U,,,种猪场,2020-12-18,2021-03-24,高繁感染,"B阳,A阳（双缺）+B阳"
VVMTzQESEADgBAvlfwAAAcznrtQ=,,,种猪场,2021-05-31,2021-06-05,高繁感染,B阳
e03d3f1b-010a-1000-e004-192cc0a802deCCE7AED4,,,种猪场,2021-06-06,2021-06-26,高繁感染,B阳
ZKNd3AEPEADgAkpDwKgC3sznrtQ=,,,种猪场,2021-06-08,2021-09-05,高繁感染,A阳（单缺）
4UdmZh3bTpW4PS8aYJQ4PMznrtQ=,,,种猪场,2021-12-29,2022-01-21,高繁感染,B阳
bDoAABbpD+3M567U,,,种猪场,2021-12-06,2022-02-26,高繁感染,B阳
ciJ9gUr9R2qmB22v2j2nScznrtQ=,,,种猪场,2020-07-01,2020-07-19,高繁感染,B阳
Ma2QEGbnSIq6D1ehFp20Q8znrtQ=,,,种猪场,2021-01-22,2021-02-24,高繁感染,B阳
bDoAAAdFWT7M567U,,,种猪场,2021-02-21,2021-03-16,高繁感染,B阳
aJ1tWgETEADgAQy9fwAAAcznrtQ=,,,种猪场,2021-03-15,2021-04-03,高繁感染,B阳
ydq77QEUEADgAYVFCgsFAcznrtQ=,,,种猪场,2021-05-19,2021-05-29,高繁感染,阴
bDoAADbYTd3M567U,,,种猪场,2021-06-10,2021-07-09,高繁感染,B阳
X6Ka4wEUEADgEK17CgsFAsznrtQ=,,,种猪场,2021-07-07,2021-08-02,高繁感染,D阳+B阳
bDoAAB5ld5jM567U,,,种猪场,2022-01-24,2022-01-28,高繁感染,A阳（双缺）
BHoTMQETEADgBO3PfwAAAcznrtQ=,,,种猪场,2020-12-12,2021-01-03,高繁感染,B阳
bDoAAHz3F9vM567U,,,种猪场,2021-02-06,2021-02-07,高繁感染,阴
bDoAAClE3XPM567U,,,种猪场,2021-09-10,2021-10-03,高繁感染,B阳
e03d3f1b-010a-1000-e004-192cc0a802deCCE7AED4,,,种猪场,2021-11-01,2021-12-01,高繁感染,D阳
bDoAAD/EIvrM567U,,,种猪场,2021-12-05,2022-01-09,高繁感染,B阳
bDoAACoW4cbM567U,,,种猪场,2021-11-23,2022-02-05,高繁感染,B阳
dCcEQQEYEADgEFTfCgsCAsznrtQ=,,,种猪场,2020-10-09,2020-10-28,高繁感染,B阳
bDoAAMLFAS/M567U,,,种猪场,2020-11-06,2020-11-16,高繁感染,阴
bDoAAC3ydhrM567U,,,种猪场,2020-07-01,2021-05-14,高繁感染,A阳（双缺）
bDoAAClE3XPM567U,,,种猪场,2021-10-09,2021-10-29,高繁感染,B阳
bDoAAClE3XPM567U,,,种猪场,2021-11-14,2021-12-29,高繁感染,B阳
bDoAACvL0HPM567U,,,种猪场,2021-10-09,2022-01-17,高繁感染,B阳
bDoAAKmgrh/M567U,,,种猪场,2021-11-19,2022-02-07,高繁感染,B阳
bDoAACW+AGvM567U,,,种猪场,2022-03-06,2022-03-27,高繁感染,"A阳（双缺）,A阳（单缺）"
MnBcDQEhEADgAH72CgsCBsznrtQ=,,,种猪场,2020-09-10,2020-09-25,高繁感染,B阳
fc8915fd-0109-1000-e000-0beec0a802deCCE7AED4,,,种猪场,2021-04-17,2021-06-30,高繁感染,A阳（双缺）
eVFjXhD+Qkag79ZXWlvfMMznrtQ=,,,种猪场,2020-10-11,2020-11-07,高繁感染,B阳
bDoAAHQXPQTM567U,,,种猪场,2021-02-07,2021-02-27,高繁感染,阴
bDoAAArJzP3M567U,,,种猪场,2020-11-27,2021-05-01,高繁感染,阴
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2021-05-20,2021-06-09,高繁感染,B阳
bDoAAHz3F9vM567U,,,种猪场,2021-12-25,2022-01-26,高繁感染,B阳
bDoAAF5F30TM567U,,,种猪场,2022-03-02,2022-03-30,高繁感染,B阳
bDoAAATOyj/M567U,,,种猪场,2020-09-10,2020-09-25,高繁感染,阴
bDoAAKfMquXM567U,,,种猪场,2020-11-03,2020-11-28,高繁感染,阴
Dj9DCQEdEADgAufnCgsFAcznrtQ=,,,种猪场,2021-04-23,2021-07-25,高繁感染,A阳（单缺）
fwQkjQHjRU+OKZeA9QsfKMznrtQ=,,,种猪场,2021-10-17,2021-11-07,高繁感染,D阳+B阳
bDoAAFaolA3M567U,,,种猪场,2021-11-10,2021-12-13,高繁感染,B阳
5kAIgdleQqKvN3U18KjMHsznrtQ=,,,种猪场,2021-11-17,2022-01-21,高繁感染,B阳
bDoAAMo7BuXM567U,,,种猪场,2022-01-04,2022-01-26,高繁感染,阴
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2020-12-31,2021-01-21,高繁感染,B阳
S2hGkQEREADgADoVfwAAAcznrtQ=,,,种猪场,2021-01-27,2021-02-27,高繁感染,B阳
VVMTzQESEADgBAvlfwAAAcznrtQ=,,,种猪场,2021-01-03,2021-01-12,高繁感染,B阳
Iw7mpBO9QQe7NjYr/HFlgMznrtQ=,,,种猪场,2021-01-18,2021-02-05,高繁感染,B阳
bDoAALwp4CbM567U,,,种猪场,2021-07-26,2021-08-24,高繁感染,B阳
bDoAACleribM567U,,,种猪场,2021-09-02,2021-10-05,高繁感染,B阳
bDoAAEFoW0TM567U,,,种猪场,2021-11-23,2021-12-19,高繁感染,B阳
e03d3f1b-010a-1000-e003-d4d5c0a802deCCE7AED4,,,种猪场,2021-12-07,2021-12-22,高繁感染,B阳
bDoAAKH9EM3M567U,,,种猪场,2021-12-08,2021-12-28,高繁感染,B阳
bDoAABvH6ZbM567U,,,种猪场,2022-01-03,2022-02-06,高繁感染,B阳
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2022-01-07,2022-02-15,高繁感染,"A阳（双缺）,B阳"
WYAoW9mNSD+xXQtoaA4VsMznrtQ=,,,种猪场,2022-02-25,2022-04-04,高繁感染,B阳
e03d3f1b-010a-1000-e005-d367c0a802deCCE7AED4,,,种猪场,2022-01-28,2022-04-07,高繁感染,A阳（单缺）
ciJ9gUr9R2qmB22v2j2nScznrtQ=,,,种猪场,2020-09-10,2020-10-16,高繁感染,阴
bDoAAKnsKAjM567U,,,种猪场,2020-10-01,2020-10-23,高繁感染,B阳
bDoAACv/PPDM567U,,,种猪场,2021-04-30,2021-06-07,高繁感染,B阳
8lJHtQEeEADgFLbTCgsFAcznrtQ=,,,种猪场,2021-06-03,2021-06-22,高繁感染,D阳+B阳
lwSyrTJYQpKocvlNnkNfVsznrtQ=,,,种猪场,2021-07-13,2021-08-13,高繁感染,B阳
XKCFPgEQEADgAT2OfwAAAcznrtQ=,,,种猪场,2021-12-01,2021-12-22,高繁感染,B阳
bDoAABrf/yDM567U,,,种猪场,2022-02-05,2022-02-27,高繁感染,B阳
dCcEQQEYEADgEFTfCgsCAsznrtQ=,,,种猪场,2021-01-09,2021-01-30,高繁感染,B阳
bDoAAAlC9N/M567U,,,种猪场,2021-10-02,2021-10-22,高繁感染,B阳
bDoAAKH91k7M567U,,,种猪场,2022-01-04,2022-01-24,高繁感染,B阳
bDoAAKfMquXM567U,,,种猪场,2021-05-27,2021-07-19,高繁感染,A阳（双缺）
hDYZrRrATxircipFGPTVJsznrtQ=,,,种猪场,2021-10-27,2021-11-17,高繁感染,B阳
